jurisdiccion,localidad,periodo,monto
Bs.As. G.B.A. Zona Norte,General San Martín,02-2020,13715.145454545454
Capital Federal,Parque Centenario,02-2020,18833.333333333332
Capital Federal,Puerto Madero,02-2020,76094.736842105252
Bs.As. G.B.A. Zona Oeste,General Rodríguez,02-2020,12525
Capital Federal,Villa Riachuelo,02-2020,17000
Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,02-2020,16500
Capital Federal,Belgrano,02-2020,32075.133689839578
Capital Federal,Constitución,02-2020,13276.190476190475
Capital Federal,Parque Chacabuco,02-2020,17050
Bs.As. G.B.A. Zona Norte,San Fernando,02-2020,19859.302325581397
Capital Federal,Barrio Norte,02-2020,25721.518987341769
Bs.As. G.B.A. Zona Norte,Vicente López,02-2020,37190.303030303032
Capital Federal,Villa General Mitre,02-2020,15033.333333333334
Capital Federal,Flores,02-2020,19066.917293233084
Bs.As. G.B.A. Zona Sur,Quilmes,02-2020,15906.835616438355
Bs.As. G.B.A. Zona Norte,Pilar,02-2020,38130.533333333333
Capital Federal,Tribunales,02-2020,13900
Capital Federal,Pompeya,02-2020,12333.333333333334
Capital Federal,Coghlan,02-2020,20433.333333333332
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,02-2020,12245.142857142861
Capital Federal,Almagro,02-2020,20527.972027972028
Capital Federal,Villa Crespo,02-2020,20998.540145985397
Capital Federal,Villa Luro,02-2020,16794.285714285714
Bs.As. G.B.A. Zona Sur,Almirante Brown,02-2020,13269.565217391304
Bs.As. G.B.A. Zona Sur,Lanús,02-2020,13145.833333333334
Capital Federal,Parque Chas,02-2020,16250
Capital Federal,Villa Lugano,02-2020,13988.235294117647
Capital Federal,Velez Sarsfield,02-2020,14250
Capital Federal,Palermo,02-2020,34351.759834368524
Bs.As. G.B.A. Zona Sur,La Plata,02-2020,15613.097072419107
Capital Federal,Villa Soldati,02-2020,12900
Capital Federal,San Telmo,02-2020,19156.603773584906
Capital Federal,Congreso,02-2020,15344.444444444445
Capital Federal,Las Cañitas,02-2020,44412.5
Capital Federal,Balvanera,02-2020,17236.190476190473
Capital Federal,Centro / Microcentro,02-2020,16557.142857142859
Bs.As. G.B.A. Zona Norte,San Isidro,02-2020,29790.697674418607
Capital Federal,Recoleta,02-2020,34364.680851063837
Capital Federal,Villa Santa Rita,02-2020,17583.333333333332
Capital Federal,Villa Urquiza,02-2020,21329.565217391304
Capital Federal,Monserrat,02-2020,21202.272727272728
Bs.As. G.B.A. Zona Oeste,Ituzaingó,02-2020,13963.636363636364
Capital Federal,Retiro,02-2020,29315.555555555555
Capital Federal,Barracas,02-2020,20014.285714285714
Capital Federal,San Nicolás,02-2020,16177.464788732394
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,02-2020,12719.354838709676
Bs.As. G.B.A. Zona Oeste,Moreno,02-2020,10446.739130434784
Capital Federal,Mataderos,02-2020,14785.714285714286
Bs.As. G.B.A. Zona Sur,Avellaneda,02-2020,14917.241379310342
Capital Federal,Congreso,02-2019,15583.333333333328
Bs.As. G.B.A. Zona Sur,Lanús,02-2019,9759.72222222222
Capital Federal,Parque Chas,02-2019,13250
Bs.As. G.B.A. Zona Norte,"",02-2019,10195
Capital Federal,Caballito,02-2019,15231.818181818184
Capital Federal,Las Cañitas,02-2019,18862.5
Capital Federal,Once,02-2019,16638.461538461543
Capital Federal,Velez Sarsfield,02-2019,12666.666666666666
Bs.As. G.B.A. Zona Norte,San Fernando,02-2019,20436.923076923082
Capital Federal,Parque Centenario,02-2019,13300
Bs.As. G.B.A. Zona Norte,San Miguel,02-2019,8984.3227272727272
Capital Federal,San Cristobal,02-2019,13454.237288135593
Bs.As. G.B.A. Zona Oeste,"",02-2019,7727.272727272727
Capital Federal,Villa Riachuelo,02-2019,11483.333333333334
Bs.As. G.B.A. Zona Sur,Quilmes,02-2019,11551.162790697674
Capital Federal,San Nicolás,02-2019,13701.041666666668
Capital Federal,Pompeya,02-2019,12000
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,02-2019,8991.8699186991853
Capital Federal,Villa Santa Rita,02-2019,14787.5
Capital Federal,Recoleta,02-2019,23324.4019138756
Capital Federal,Coghlan,02-2019,15774.999999999998
Bs.As. G.B.A. Zona Oeste,Moreno,02-2019,7711.538461538461
Capital Federal,Villa Devoto,02-2019,15692.666666666664
Bs.As. G.B.A. Zona Oeste,La Matanza,02-2019,10214.843750000004
Bs.As. G.B.A. Zona Norte,Vicente López,02-2019,21695.087719298248
Capital Federal,Liniers,02-2019,12000
Bs.As. G.B.A. Zona Oeste,Morón,02-2019,9048.6013986014
Capital Federal,Monserrat,02-2019,14293.877551020409
Capital Federal,Parque Chacabuco,02-2019,14116.666666666666
Bs.As. G.B.A. Zona Norte,José C Paz,02-2019,6415.78947368421
Bs.As. G.B.A. Zona Oeste,Marcos Paz,02-2019,8166.666666666667
Capital Federal,Mataderos,02-2019,11576.923076923076
Bs.As. G.B.A. Zona Norte,San Isidro,02-2019,20695.14563106796
Bs.As. G.B.A. Zona Oeste,Hurlingham,02-2019,9166.6666666666661
Capital Federal,Boca,02-2019,11520
Capital Federal,Villa Pueyrredón,02-2019,14266.666666666666
Capital Federal,Belgrano,02-2019,21168.776556776553
Bs.As. G.B.A. Zona Sur,La Plata,02-2019,10720.274774774774
Capital Federal,"",02-2019,11416.666666666666
Bs.As. G.B.A. Zona Norte,Tigre,02-2019,22778.390581717456
Capital Federal,Saavedra,02-2019,15566.666666666666
Capital Federal,Colegiales,02-2019,16285.000000000002
Capital Federal,Barrio Norte,02-2019,19861.306532663319
Bs.As. G.B.A. Zona Oeste,Merlo,02-2019,8361.6666666666661
Capital Federal,Chacarita,02-2019,15882.352941176472
Capital Federal,Flores,02-2019,14236.301369863013
Capital Federal,Catalinas,02-2019,12000
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,02-2019,10106.25
Bs.As. G.B.A. Zona Norte,General San Martín,02-2019,9636.697247706421
Capital Federal,Villa Real,02-2019,15333.333333333334
Bs.As. G.B.A. Zona Sur,Ezeiza,02-2019,13726.315789473685
Capital Federal,Puerto Madero,02-2019,43017.83928571429
Capital Federal,Villa Ortuzar,02-2019,14000
Capital Federal,Villa Crespo,02-2019,15236.638297872341
Capital Federal,Constitución,02-2019,10115.384615384615
Capital Federal,Agronomía,02-2019,22000
Capital Federal,Nuñez,02-2019,19189
Capital Federal,Villa Urquiza,02-2019,15434.328358208955
Capital Federal,Versalles,02-2019,11400
Capital Federal,Tribunales,02-2019,9800
Bs.As. G.B.A. Zona Norte,Escobar,02-2019,11525.000000000002
Capital Federal,Villa Lugano,02-2019,9360
Capital Federal,Parque Avellaneda,02-2019,9000
Capital Federal,Retiro,02-2019,23424.999999999996
Bs.As. G.B.A. Zona Sur,Avellaneda,02-2019,10351.13953488372
Capital Federal,Boedo,02-2019,12833.333333333332
Bs.As. G.B.A. Zona Sur,Florencio Varela,02-2019,12500
Capital Federal,Almagro,02-2019,13678.51851851852
Bs.As. G.B.A. Zona Sur,Almirante Brown,02-2019,8870.5882352941189
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,02-2019,10726.114649681531
Capital Federal,Floresta,02-2019,12005
Capital Federal,Centro / Microcentro,02-2019,14271.428571428571
Capital Federal,Monte Castro,02-2019,16900
Capital Federal,Villa del Parque,02-2019,15586.046511627905
Capital Federal,Barracas,02-2019,13950
Capital Federal,Villa General Mitre,02-2019,12100
Capital Federal,Parque Patricios,02-2019,12042.857142857143
Bs.As. G.B.A. Zona Oeste,General Rodríguez,02-2019,7000
Capital Federal,Villa Luro,02-2019,12057.894736842105
Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,02-2019,7199.9999999999991
Capital Federal,San Telmo,02-2019,16046.938775510202
Capital Federal,Palermo,02-2019,23206.594724220624
Capital Federal,Abasto,02-2019,14815.384615384615
Capital Federal,Paternal,02-2019,11992.307692307691
Bs.As. G.B.A. Zona Oeste,Ituzaingó,02-2019,11181.818181818182
Bs.As. G.B.A. Zona Sur,Berazategui,02-2019,15250.000000000002
Bs.As. G.B.A. Zona Sur,Presidente Perón,02-2019,7500
Bs.As. G.B.A. Zona Norte,Pilar,02-2019,14117.592592592591
Capital Federal,Balvanera,02-2019,13179.14583333333
Capital Federal,Saavedra,02-2018,12905
Bs.As. G.B.A. Zona Oeste,La Matanza,02-2018,7398.73417721519
Bs.As. G.B.A. Zona Oeste,Morón,02-2018,6815.2777777777783
Capital Federal,Colegiales,02-2018,12902
Capital Federal,Villa del Parque,02-2018,10260.714285714286
Bs.As. G.B.A. Zona Sur,Quilmes,02-2018,7880.975
Bs.As. G.B.A. Zona Oeste,Merlo,02-2018,6362.5
Bs.As. G.B.A. Zona Oeste,Moreno,02-2018,18264.516129032265
Capital Federal,Parque Avellaneda,02-2018,9000
Bs.As. G.B.A. Zona Sur,Florencio Varela,02-2018,6833.333333333333
Capital Federal,Villa Ortuzar,02-2018,7775
Capital Federal,Retiro,02-2018,15651.515151515152
Capital Federal,Barracas,02-2018,9795.2380952380954
Capital Federal,Villa Santa Rita,02-2018,12642.857142857143
Bs.As. G.B.A. Zona Norte,"",02-2018,9534.6153846153848
Bs.As. G.B.A. Zona Norte,San Isidro,02-2018,16462.427745664743
Capital Federal,San Nicolás,02-2018,12069.999999999998
Bs.As. G.B.A. Zona Oeste,Ituzaingó,02-2018,8476.9230769230762
Capital Federal,Villa Pueyrredón,02-2018,8714.8148148148157
Capital Federal,Centro / Microcentro,02-2018,7989.4736842105267
Capital Federal,Villa Lugano,02-2018,7500
Bs.As. G.B.A. Zona Norte,Vicente López,02-2018,15206.969696969694
Capital Federal,Versalles,02-2018,11000
Bs.As. G.B.A. Zona Norte,San Miguel,02-2018,7260.0840336134452
Capital Federal,Puerto Madero,02-2018,29926.923076923071
Capital Federal,Balvanera,02-2018,9432.4324324324316
Capital Federal,Constitución,02-2018,9780
Bs.As. G.B.A. Zona Norte,José C Paz,02-2018,5600
Capital Federal,Mataderos,02-2018,6800
Capital Federal,Once,02-2018,10218.181818181818
Bs.As. G.B.A. Zona Sur,Ezeiza,02-2018,12250
Capital Federal,Villa Crespo,02-2018,10908.695652173912
Capital Federal,Boedo,02-2018,10193.75
Capital Federal,Parque Centenario,02-2018,11320
Bs.As. G.B.A. Zona Sur,Berazategui,02-2018,14583.333333333334
Capital Federal,Boca,02-2018,11121.428571428571
Capital Federal,Congreso,02-2018,8518.181818181818
Capital Federal,San Cristobal,02-2018,10393.750000000002
Capital Federal,Floresta,02-2018,7937.84375
Bs.As. G.B.A. Zona Norte,Pilar,02-2018,9942.8
Capital Federal,Villa Luro,02-2018,8200
Capital Federal,Agronomía,02-2018,9150
Bs.As. G.B.A. Zona Sur,Avellaneda,02-2018,8239.1304347826081
Capital Federal,Villa Devoto,02-2018,12796.969696969696
Capital Federal,Paternal,02-2018,9099.9999999999982
Bs.As. G.B.A. Zona Oeste,"",02-2018,7500
Capital Federal,Parque Chas,02-2018,8250
Capital Federal,Las Cañitas,02-2018,15592.857142857143
Bs.As. G.B.A. Zona Norte,San Fernando,02-2018,10631.372549019608
Capital Federal,Villa General Mitre,02-2018,10814.285714285714
Bs.As. G.B.A. Zona Sur,Almirante Brown,02-2018,7548.8636363636369
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,02-2018,7896.4028776978421
Capital Federal,Liniers,02-2018,9200
Capital Federal,Nuñez,02-2018,13221.839080459769
Capital Federal,Tribunales,02-2018,8812.5
Capital Federal,Caballito,02-2018,11468.874125874127
Capital Federal,Almagro,02-2018,10662.222222222223
Capital Federal,Palermo,02-2018,16743.501326259942
Capital Federal,Parque Patricios,02-2018,10766.666666666666
Capital Federal,Abasto,02-2018,9500
Capital Federal,"",02-2018,13609.375
Capital Federal,Flores,02-2018,10564.285714285714
Bs.As. G.B.A. Zona Sur,La Plata,02-2018,7940.2409638554218
Capital Federal,Chacarita,02-2018,11180
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,02-2018,7015.4639175257726
Capital Federal,Monte Castro,02-2018,8180
Capital Federal,Monserrat,02-2018,10500
Bs.As. G.B.A. Zona Oeste,Marcos Paz,02-2018,5275
Bs.As. G.B.A. Zona Sur,Lanús,02-2018,7620.2898550724631
Bs.As. G.B.A. Zona Oeste,General Rodríguez,02-2018,5000
Capital Federal,Parque Chacabuco,02-2018,8845.454545454546
Bs.As. G.B.A. Zona Norte,General San Martín,02-2018,7779.8507462686575
Capital Federal,Pompeya,02-2018,6500
Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,02-2018,8571.42857142857
Capital Federal,San Telmo,02-2018,11932.258064516127
Capital Federal,Coghlan,02-2018,12042.857142857143
Bs.As. G.B.A. Zona Norte,Tigre,02-2018,16357.013422818793
Bs.As. G.B.A. Zona Sur,Presidente Perón,02-2018,5500
Capital Federal,Villa Urquiza,02-2018,10902.985074626864
Capital Federal,Belgrano,02-2018,16137.368421052632
